City,State,County
LE RAYSVILLE,PA,BRADFORD
LEBANON,PA,LEBANON
LECK KILL,PA,NORTHUMBERLAND
LECKRONE,PA,FAYETTE
LECONTES MILLS,PA,CLEARFIELD
LEDERACH,PA,MONTGOMERY
LEECHBURG,PA,ARMSTRONG
LEEPER,PA,CLARION
LEESPORT,PA,BERKS
LEETSDALE,PA,ALLEGHENY
LEHIGH VALLEY,PA,NORTHAMPTON
LEHIGHTON,PA,CARBON
LEHMAN,PA,LUZERNE
LEISENRING,PA,FAYETTE
LEMASTERS,PA,FRANKLIN
LEMONT,PA,CENTRE
LEMONT FURNACE,PA,FAYETTE
LEMOYNE,PA,CUMBERLAND
LENHARTSVILLE,PA,BERKS
LENNI,PA,DELAWARE
LENOXVILLE,PA,SUSQUEHANNA
LEOLA,PA,LANCASTER
LEROY,PA,BRADFORD
LEVITTOWN,PA,BUCKS
LEWIS RUN,PA,MCKEAN
LEWISBERRY,PA,YORK
LEWISBURG,PA,UNION
LEWISTOWN,PA,MIFFLIN
LEWISVILLE,PA,CHESTER
LIBERTY,PA,TIOGA
LICKINGVILLE,PA,CLARION
LIGHT STREET,PA,COLUMBIA
LIGONIER,PA,WESTMORELAND
LILLY,PA,CAMBRIA
LIMEKILN,PA,BERKS
LIMEPORT,PA,LEHIGH
LIMESTONE,PA,CLARION
LINCOLN UNIVERSITY,PA,CHESTER
LINDEN,PA,LYCOMING
LINE LEXINGTON,PA,BUCKS
LINESVILLE,PA,CRAWFORD
LIONVILLE,PA,CHESTER
LISTIE,PA,SOMERSET
LITITZ,PA,LANCASTER
LITTLE MEADOWS,PA,SUSQUEHANNA
LITTLESTOWN,PA,ADAMS
LIVERPOOL,PA,PERRY
LLEWELLYN,PA,SCHUYLKILL
LOCK HAVEN,PA,CLINTON
LOCUST GAP,PA,NORTHUMBERLAND
LOCUSTDALE,PA,SCHUYLKILL
LOGANTON,PA,CLINTON
LOGANVILLE,PA,YORK
LONG POND,PA,MONROE
LOPEZ,PA,SULLIVAN
LORETTO,PA,CAMBRIA
LOST CREEK,PA,SCHUYLKILL
LOWBER,PA,WESTMORELAND
LOYALHANNA,PA,WESTMORELAND
LOYSBURG,PA,BEDFORD
LOYSVILLE,PA,PERRY
LUCERNEMINES,PA,INDIANA
LUCINDA,PA,CLARION
LUDLOW,PA,MCKEAN
LUMBERVILLE,PA,BUCKS
LURGAN,PA,FRANKLIN
LUTHERSBURG,PA,CLEARFIELD
LUXOR,PA,WESTMORELAND
LUZERNE,PA,LUZERNE
LYKENS,PA,DAUPHIN
LYNDELL,PA,CHESTER
LYNDORA,PA,BUTLER
LYON STATION,PA,BERKS
MACKEYVILLE,PA,CLINTON
MACUNGIE,PA,LEHIGH
MADERA,PA,CLEARFIELD
MADISON,PA,WESTMORELAND
MADISONBURG,PA,CENTRE
MAHAFFEY,PA,CLEARFIELD
MAHANOY CITY,PA,SCHUYLKILL
MAHANOY PLANE,PA,SCHUYLKILL
MAINESBURG,PA,TIOGA
MAINLAND,PA,MONTGOMERY
MALVERN,PA,CHESTER
MAMMOTH,PA,WESTMORELAND
MANCHESTER,PA,YORK
MANHEIM,PA,LANCASTER
MANNS CHOICE,PA,BEDFORD
MANOR,PA,WESTMORELAND
MANORVILLE,PA,ARMSTRONG
MANSFIELD,PA,TIOGA
MAPLETON DEPOT,PA,HUNTINGDON
MAR LIN,PA,SCHUYLKILL
MARBLE,PA,CLARION
MARCHAND,PA,INDIANA
MARCUS HOOK,PA,DELAWARE
MARIANNA,PA,WASHINGTON
MARIENVILLE,PA,FOREST
MARIETTA,PA,LANCASTER
MARION,PA,FRANKLIN
MARION CENTER,PA,INDIANA
MARION HEIGHTS,PA,NORTHUMBERLAND
MARKLETON,PA,SOMERSET
MARKLEYSBURG,PA,FAYETTE
MARS,PA,BUTLER
MARSHALLS CREEK,PA,MONROE
MARSTELLER,PA,CAMBRIA
MARTIN,PA,FAYETTE
MARTINDALE,PA,LANCASTER
MARTINS CREEK,PA,NORTHAMPTON
MARTINSBURG,PA,BLAIR
MARY D,PA,SCHUYLKILL
MARYSVILLE,PA,PERRY
MASONTOWN,PA,FAYETTE
MATAMORAS,PA,PIKE
MATHER,PA,GREENE
MATTAWANA,PA,MIFFLIN
MAXATAWNY,PA,BERKS
MAYPORT,PA,CLARION
MAYTOWN,PA,LANCASTER
MC ALISTERVILLE,PA,JUNIATA
MC CLELLANDTOWN,PA,FAYETTE
MC CLURE,PA,SNYDER
MC CONNELLSBURG,PA,FULTON
MC CONNELLSTOWN,PA,HUNTINGDON
MC DONALD,PA,WASHINGTON
MC ELHATTAN,PA,CLINTON
MC EWENSVILLE,PA,NORTHUMBERLAND
MC GRANN,PA,ARMSTRONG
MC INTYRE,PA,INDIANA
MC KEAN,PA,ERIE
MC KEES ROCKS,PA,ALLEGHENY
MC KEESPORT,PA,ALLEGHENY
MC KNIGHTSTOWN,PA,ADAMS
MC SHERRYSTOWN,PA,ADAMS
MC VEYTOWN,PA,MIFFLIN
MCADOO,PA,SCHUYLKILL
MEADOW LANDS,PA,WASHINGTON
MEADVILLE,PA,CRAWFORD
MECHANICSBURG,PA,CUMBERLAND
MECHANICSVILLE,PA,BUCKS
MEDIA,PA,DELAWARE
MEHOOPANY,PA,WYOMING
MELCROFT,PA,FAYETTE
MENDENHALL,PA,CHESTER
MENTCLE,PA,INDIANA
MERCER,PA,MERCER
MERCERSBURG,PA,FRANKLIN
MERION STATION,PA,MONTGOMERY
MERRITTSTOWN,PA,FAYETTE
MERTZTOWN,PA,BERKS
MESHOPPEN,PA,WYOMING
MEXICO,PA,JUNIATA
MEYERSDALE,PA,SOMERSET
MIDDLEBURG,PA,SNYDER
MIDDLEBURY CENTER,PA,TIOGA
MIDDLEPORT,PA,SCHUYLKILL
MIDDLETOWN,PA,DAUPHIN
MIDLAND,PA,BEAVER
MIDWAY,PA,WASHINGTON
MIFFLIN,PA,JUNIATA
MIFFLINBURG,PA,UNION
MIFFLINTOWN,PA,JUNIATA
MIFFLINVILLE,PA,COLUMBIA
MILAN,PA,BRADFORD
MILANVILLE,PA,WAYNE
MILDRED,PA,SULLIVAN
MILESBURG,PA,CENTRE
MILFORD,PA,PIKE
MILFORD SQUARE,PA,BUCKS
MILL CREEK,PA,HUNTINGDON
MILL HALL,PA,CLINTON
MILL RUN,PA,FAYETTE
MILL VILLAGE,PA,ERIE
MILLERSBURG,PA,DAUPHIN
MILLERSTOWN,PA,PERRY
MILLERSVILLE,PA,LANCASTER
MILLERTON,PA,TIOGA
MILLHEIM,PA,CENTRE
MILLMONT,PA,UNION
MILLRIFT,PA,PIKE
MILLS,PA,POTTER
MILLSBORO,PA,WASHINGTON
MILLVILLE,PA,COLUMBIA
MILNESVILLE,PA,LUZERNE
MILROY,PA,MIFFLIN
MILTON,PA,NORTHUMBERLAND
MINERAL POINT,PA,CAMBRIA
MINERAL SPRINGS,PA,CLEARFIELD
MINERSVILLE,PA,SCHUYLKILL
MINGOVILLE,PA,CENTRE
MINISINK HILLS,PA,MONROE
MIQUON,PA,MONTGOMERY
MODENA,PA,CHESTER
MOHNTON,PA,BERKS
MOHRSVILLE,PA,BERKS
MONACA,PA,BEAVER
MONESSEN,PA,WESTMORELAND
MONOCACY STATION,PA,BERKS
MONONGAHELA,PA,WASHINGTON
MONROETON,PA,BRADFORD
MONROEVILLE,PA,ALLEGHENY
MONT ALTO,PA,FRANKLIN
MONT CLARE,PA,MONTGOMERY
MONTANDON,PA,NORTHUMBERLAND
MONTGOMERY,PA,LYCOMING
MONTGOMERYVILLE,PA,MONTGOMERY
MONTOURSVILLE,PA,LYCOMING
MONTROSE,PA,SUSQUEHANNA
MOOSIC,PA,LACKAWANNA
MORANN,PA,CLEARFIELD
MORGAN,PA,ALLEGHENY
MORGANTOWN,PA,BERKS
MORRIS,PA,TIOGA
MORRIS RUN,PA,TIOGA
MORRISDALE,PA,CLEARFIELD
MORRISVILLE,PA,BUCKS
MORTON,PA,DELAWARE
MOSCOW,PA,LACKAWANNA
MOSHANNON,PA,CENTRE
MOUNT AETNA,PA,BERKS
MOUNT BETHEL,PA,NORTHAMPTON
MOUNT BRADDOCK,PA,FAYETTE
MOUNT CARMEL,PA,NORTHUMBERLAND
MOUNT GRETNA,PA,LEBANON
MOUNT HOLLY SPRINGS,PA,CUMBERLAND
MOUNT JEWETT,PA,MCKEAN
MOUNT JOY,PA,LANCASTER
MOUNT MORRIS,PA,GREENE
MOUNT PLEASANT,PA,WESTMORELAND
MOUNT PLEASANT MILLS,PA,SNYDER
MOUNT POCONO,PA,MONROE
MOUNT UNION,PA,HUNTINGDON
MOUNT WOLF,PA,YORK
MOUNTAIN TOP,PA,LUZERNE
MOUNTAINHOME,PA,MONROE
MOUNTVILLE,PA,LANCASTER
MUIR,PA,SCHUYLKILL
MUNCY,PA,LYCOMING
MUNCY VALLEY,PA,SULLIVAN
MUNSON,PA,CLEARFIELD
MURRYSVILLE,PA,WESTMORELAND
MUSE,PA,WASHINGTON
MYERSTOWN,PA,LEBANON
NANTICOKE,PA,LUZERNE
NANTY GLO,PA,CAMBRIA
NARBERTH,PA,MONTGOMERY
NARVON,PA,LANCASTER
NATRONA HEIGHTS,PA,ALLEGHENY
NAZARETH,PA,NORTHAMPTON
NEEDMORE,PA,FULTON
NEELYTON,PA,HUNTINGDON
NEFFS,PA,LEHIGH
NELSON,PA,TIOGA
NEMACOLIN,PA,GREENE
NESCOPECK,PA,LUZERNE
NESQUEHONING,PA,CARBON
NEW ALBANY,PA,BRADFORD
NEW ALEXANDRIA,PA,WESTMORELAND
NEW BALTIMORE,PA,SOMERSET
NEW BEDFORD,PA,LAWRENCE
NEW BERLIN,PA,UNION
NEW BERLINVILLE,PA,BERKS
NEW BETHLEHEM,PA,CLARION
NEW BLOOMFIELD,PA,PERRY
NEW BRIGHTON,PA,BEAVER
NEW BUFFALO,PA,PERRY
NEW CASTLE,PA,LAWRENCE
NEW COLUMBIA,PA,UNION
NEW CUMBERLAND,PA,CUMBERLAND
NEW DERRY,PA,WESTMORELAND
NEW EAGLE,PA,WASHINGTON
NEW ENTERPRISE,PA,BEDFORD
NEW FLORENCE,PA,WESTMORELAND
NEW FREEDOM,PA,YORK
NEW FREEPORT,PA,GREENE
NEW GALILEE,PA,BEAVER
NEW GENEVA,PA,FAYETTE
NEW GERMANTOWN,PA,PERRY
NEW HOLLAND,PA,LANCASTER
NEW HOPE,PA,BUCKS
NEW KENSINGTON,PA,WESTMORELAND
NEW KINGSTOWN,PA,CUMBERLAND
NEW LONDON,PA,CHESTER
NEW MILFORD,PA,SUSQUEHANNA
NEW MILLPORT,PA,CLEARFIELD
NEW OXFORD,PA,ADAMS
NEW PARIS,PA,BEDFORD
NEW PARK,PA,YORK
NEW PHILADELPHIA,PA,SCHUYLKILL
NEW PROVIDENCE,PA,LANCASTER
NEW RINGGOLD,PA,SCHUYLKILL
NEW SALEM,PA,FAYETTE
NEW STANTON,PA,WESTMORELAND
NEW TRIPOLI,PA,LEHIGH
NEW WILMINGTON,PA,LAWRENCE
NEWBURG,PA,CUMBERLAND
NEWELL,PA,FAYETTE
NEWFOUNDLAND,PA,WAYNE
NEWMANSTOWN,PA,LEBANON
NEWPORT,PA,PERRY
NEWRY,PA,BLAIR
NEWTON HAMILTON,PA,MIFFLIN
NEWTOWN,PA,BUCKS
NEWTOWN SQUARE,PA,DELAWARE
NEWVILLE,PA,CUMBERLAND
NICHOLSON,PA,WYOMING
NICKTOWN,PA,CAMBRIA
NINEVEH,PA,GREENE
NISBET,PA,LYCOMING
NORMALVILLE,PA,FAYETTE
NORRISTOWN,PA,CHESTER
NORRISTOWN,PA,MONTGOMERY
NORTH APOLLO,PA,ARMSTRONG
NORTH BEND,PA,CLINTON
NORTH EAST,PA,ERIE
NORTH SPRINGFIELD,PA,ERIE
NORTH VERSAILLES,PA,ALLEGHENY
NORTH WALES,PA,MONTGOMERY
NORTH WASHINGTON,PA,BUTLER
NORTHAMPTON,PA,NORTHAMPTON
NORTHERN CAMBRIA,PA,CAMBRIA
NORTHPOINT,PA,INDIANA
NORTHUMBERLAND,PA,NORTHUMBERLAND
NORVELT,PA,WESTMORELAND
NORWOOD,PA,DELAWARE
NOTTINGHAM,PA,CHESTER
NOXEN,PA,WYOMING
NU MINE,PA,ARMSTRONG
NUMIDIA,PA,COLUMBIA
NUREMBERG,PA,SCHUYLKILL
OAK RIDGE,PA,ARMSTRONG
OAKDALE,PA,ALLEGHENY
OAKLAND MILLS,PA,JUNIATA
OAKMONT,PA,ALLEGHENY
OAKS,PA,MONTGOMERY
OHIOPYLE,PA,FAYETTE
OIL CITY,PA,VENANGO
OLANTA,PA,CLEARFIELD
OLD FORGE,PA,LACKAWANNA
OLD ZIONSVILLE,PA,LEHIGH
OLEY,PA,BERKS
OLIVEBURG,PA,JEFFERSON
OLIVER,PA,FAYETTE
OLYPHANT,PA,LACKAWANNA
ONEIDA,PA,SCHUYLKILL
ONO,PA,LEBANON
ORANGEVILLE,PA,COLUMBIA
ORBISONIA,PA,HUNTINGDON
OREFIELD,PA,LEHIGH
ORELAND,PA,MONTGOMERY
ORRSTOWN,PA,FRANKLIN
ORRTANNA,PA,ADAMS
ORSON,PA,WAYNE
ORVISTON,PA,CENTRE
ORWIGSBURG,PA,SCHUYLKILL
OSCEOLA,PA,TIOGA
OSCEOLA MILLS,PA,CLEARFIELD
OSTERBURG,PA,BEDFORD
OTTSVILLE,PA,BUCKS
OXFORD,PA,CHESTER
PALM,PA,MONTGOMERY
PALMERTON,PA,CARBON
PALMYRA,PA,LEBANON
PAOLI,PA,CHESTER
PARADISE,PA,LANCASTER
PARDEESVILLE,PA,LUZERNE
PARKER,PA,ARMSTRONG
PARKER FORD,PA,CHESTER
PARKESBURG,PA,CHESTER
PARKHILL,PA,CAMBRIA
PARRYVILLE,PA,CARBON
PATTON,PA,CAMBRIA
PAUPACK,PA,PIKE
PAXINOS,PA,NORTHUMBERLAND
PAXTONVILLE,PA,SNYDER
PEACH BOTTOM,PA,LANCASTER
PEACH GLEN,PA,ADAMS
PECKVILLE,PA,LACKAWANNA
PEN ARGYL,PA,NORTHAMPTON
PENFIELD,PA,CLEARFIELD
PENN,PA,WESTMORELAND
PENN RUN,PA,INDIANA
PENNS CREEK,PA,SNYDER
PENNS PARK,PA,BUCKS
PENNSBURG,PA,MONTGOMERY
PENNSYLVANIA FURNACE,PA,CENTRE
PENRYN,PA,LANCASTER
PEQUEA,PA,LANCASTER
PERKASIE,PA,BUCKS
PERKIOMENVILLE,PA,MONTGOMERY
PERRYOPOLIS,PA,FAYETTE
PETERSBURG,PA,HUNTINGDON
PETROLIA,PA,BUTLER
PHILADELPHIA,PA,DELAWARE
PHILADELPHIA,PA,PHILADELPHIA
PHILIPSBURG,PA,CENTRE
PHOENIXVILLE,PA,CHESTER
PICTURE ROCKS,PA,LYCOMING
PILLOW,PA,DAUPHIN
PINE BANK,PA,GREENE
PINE FORGE,PA,BERKS
PINE GROVE,PA,SCHUYLKILL
PINE GROVE MILLS,PA,CENTRE
PINEVILLE,PA,BUCKS
PIPERSVILLE,PA,BUCKS
PITCAIRN,PA,ALLEGHENY
PITMAN,PA,SCHUYLKILL
PITTSBURGH,PA,ALLEGHENY
PITTSFIELD,PA,WARREN
PITTSTON,PA,LUZERNE
PLAINFIELD,PA,CUMBERLAND
PLEASANT HALL,PA,FRANKLIN
PLEASANT MOUNT,PA,WAYNE
PLEASANT UNITY,PA,WESTMORELAND
PLEASANTVILLE,PA,VENANGO
PLUMSTEADVILLE,PA,BUCKS
PLUMVILLE,PA,INDIANA
PLYMOUTH,PA,LUZERNE
PLYMOUTH MEETING,PA,MONTGOMERY
POCONO LAKE,PA,MONROE
POCONO LAKE PRESERVE,PA,MONROE
POCONO MANOR,PA,MONROE
POCONO PINES,PA,MONROE
POCONO SUMMIT,PA,MONROE
POCOPSON,PA,CHESTER
POINT MARION,PA,FAYETTE
POINT PLEASANT,PA,BUCKS
POLK,PA,VENANGO
POMEROY,PA,CHESTER
PORT ALLEGANY,PA,MCKEAN
PORT CARBON,PA,SCHUYLKILL
PORT CLINTON,PA,SCHUYLKILL
PORT MATILDA,PA,CENTRE
PORT ROYAL,PA,JUNIATA
PORT TREVORTON,PA,SNYDER
PORTAGE,PA,CAMBRIA
PORTERS SIDELING,PA,YORK
PORTERSVILLE,PA,BUTLER
PORTLAND,PA,NORTHAMPTON
POTTERSDALE,PA,CLEARFIELD
POTTS GROVE,PA,NORTHUMBERLAND
POTTSTOWN,PA,CHESTER
POTTSTOWN,PA,MONTGOMERY
POTTSVILLE,PA,SCHUYLKILL
POYNTELLE,PA,WAYNE
PRESTO,PA,ALLEGHENY
PRESTON PARK,PA,WAYNE
PRICEDALE,PA,WESTMORELAND
PROMPTON,PA,WAYNE
PROSPECT,PA,BUTLER
PROSPECT PARK,PA,DELAWARE
PROSPERITY,PA,WASHINGTON
PULASKI,PA,LAWRENCE
PUNXSUTAWNEY,PA,JEFFERSON
QUAKAKE,PA,SCHUYLKILL
QUAKERTOWN,PA,BUCKS
QUARRYVILLE,PA,LANCASTER
QUECREEK,PA,SOMERSET
QUEEN,PA,BEDFORD
QUENTIN,PA,LEBANON
QUINCY,PA,FRANKLIN
RAILROAD,PA,YORK
RALSTON,PA,LYCOMING
RAMEY,PA,CLEARFIELD
RANSOM,PA,LACKAWANNA
RAVINE,PA,SCHUYLKILL
READING,PA,BERKS
REAMSTOWN,PA,LANCASTER
REBERSBURG,PA,CENTRE
REBUCK,PA,NORTHUMBERLAND
RECTOR,PA,WESTMORELAND
RED HILL,PA,MONTGOMERY
RED LION,PA,YORK
REEDERS,PA,MONROE
REEDSVILLE,PA,MIFFLIN
REFTON,PA,LANCASTER
REHRERSBURG,PA,BERKS
REINHOLDS,PA,LANCASTER
RENFREW,PA,BUTLER
RENO,PA,VENANGO
RENOVO,PA,CLINTON
REPUBLIC,PA,FAYETTE
REVERE,PA,BUCKS
REVLOC,PA,CAMBRIA
REW,PA,MCKEAN
REXMONT,PA,LEBANON
REYNOLDSVILLE,PA,JEFFERSON
RHEEMS,PA,LANCASTER
RICES LANDING,PA,GREENE
RICEVILLE,PA,CRAWFORD
RICHBORO,PA,BUCKS
RICHEYVILLE,PA,WASHINGTON
RICHFIELD,PA,JUNIATA
RICHLAND,PA,LEBANON
RICHLANDTOWN,PA,BUCKS
RIDDLESBURG,PA,BEDFORD
RIDGWAY,PA,ELK
RIDLEY PARK,PA,DELAWARE
RIEGELSVILLE,PA,BUCKS
RILLTON,PA,WESTMORELAND
RIMERSBURG,PA,CLARION
RINGGOLD,PA,JEFFERSON
RINGTOWN,PA,SCHUYLKILL
RIVERSIDE,PA,NORTHUMBERLAND
RIXFORD,PA,MCKEAN
ROARING BRANCH,PA,TIOGA
ROARING SPRING,PA,BLAIR
ROBERTSDALE,PA,HUNTINGDON
ROBESONIA,PA,BERKS
ROBINSON,PA,INDIANA
ROCHESTER,PA,BEAVER
ROCHESTER MILLS,PA,INDIANA
ROCK GLEN,PA,LUZERNE
ROCKHILL FURNACE,PA,HUNTINGDON
ROCKTON,PA,CLEARFIELD
ROCKWOOD,PA,SOMERSET
ROGERSVILLE,PA,GREENE
ROME,PA,BRADFORD
RONCO,PA,FAYETTE
RONKS,PA,LANCASTER
ROSCOE,PA,WASHINGTON
ROSSITER,PA,INDIANA
ROSSVILLE,PA,YORK
ROULETTE,PA,POTTER
ROUSEVILLE,PA,VENANGO
ROUZERVILLE,PA,FRANKLIN
ROWLAND,PA,PIKE
ROXBURY,PA,FRANKLIN
ROYERSFORD,PA,MONTGOMERY
RUFFS DALE,PA,WESTMORELAND
RURAL RIDGE,PA,ALLEGHENY
RURAL VALLEY,PA,ARMSTRONG
RUSHLAND,PA,BUCKS
RUSHVILLE,PA,SUSQUEHANNA
RUSSELL,PA,WARREN
RUSSELLTON,PA,ALLEGHENY
SABINSVILLE,PA,TIOGA
SACRAMENTO,PA,SCHUYLKILL
SADSBURYVILLE,PA,CHESTER
SAEGERTOWN,PA,CRAWFORD
SAGAMORE,PA,ARMSTRONG
SAINT BENEDICT,PA,CAMBRIA
SAINT BONIFACE,PA,CAMBRIA
SAINT CLAIR,PA,SCHUYLKILL
SAINT JOHNS,PA,LUZERNE
SAINT MARYS,PA,ELK
SAINT MICHAEL,PA,CAMBRIA
SAINT PETERS,PA,CHESTER
SAINT PETERSBURG,PA,CLARION
SAINT THOMAS,PA,FRANKLIN
SALFORD,PA,MONTGOMERY
SALFORDVILLE,PA,MONTGOMERY
SALINA,PA,WESTMORELAND
SALISBURY,PA,SOMERSET
SALIX,PA,CAMBRIA
SALONA,PA,CLINTON
SALTILLO,PA,HUNTINGDON
SALTSBURG,PA,INDIANA
SANDY LAKE,PA,MERCER
SANDY RIDGE,PA,CENTRE
SARVER,PA,BUTLER
SASSAMANSVILLE,PA,MONTGOMERY
SAXONBURG,PA,BUTLER
SAXTON,PA,BEDFORD
SAYLORSBURG,PA,MONROE
SAYRE,PA,BRADFORD
SCENERY HILL,PA,WASHINGTON
SCHAEFFERSTOWN,PA,LEBANON
SCHELLSBURG,PA,BEDFORD
SCHENLEY,PA,ARMSTRONG
SCHNECKSVILLE,PA,LEHIGH
SCHUYLKILL HAVEN,PA,SCHUYLKILL
SCHWENKSVILLE,PA,MONTGOMERY
SCIOTA,PA,MONROE
SCOTLAND,PA,FRANKLIN
SCOTRUN,PA,MONROE
SCOTTDALE,PA,WESTMORELAND
SCRANTON,PA,LACKAWANNA
SEANOR,PA,SOMERSET
SELINSGROVE,PA,SNYDER
SELLERSVILLE,PA,BUCKS
SELTZER,PA,SCHUYLKILL
SEMINOLE,PA,ARMSTRONG
SENECA,PA,VENANGO
SEVEN VALLEYS,PA,YORK
SEWARD,PA,WESTMORELAND
SEWICKLEY,PA,ALLEGHENY
SHADE GAP,PA,HUNTINGDON
SHADY GROVE,PA,FRANKLIN
SHAMOKIN,PA,NORTHUMBERLAND
SHAMOKIN DAM,PA,SNYDER
SHANKSVILLE,PA,SOMERSET
SHARON,PA,MERCER
SHARON HILL,PA,DELAWARE
SHARPSVILLE,PA,MERCER
SHARTLESVILLE,PA,BERKS
SHAVERTOWN,PA,LUZERNE
SHAWANESE,PA,LUZERNE
SHAWNEE ON DELAWARE,PA,MONROE
SHAWVILLE,PA,CLEARFIELD
SHEAKLEYVILLE,PA,MERCER
SHEFFIELD,PA,WARREN
SHELOCTA,PA,ARMSTRONG
SHENANDOAH,PA,SCHUYLKILL
SHEPPTON,PA,SCHUYLKILL
SHERMANS DALE,PA,PERRY
SHICKSHINNY,PA,LUZERNE
SHINGLEHOUSE,PA,POTTER
SHIPPENSBURG,PA,CUMBERLAND
SHIPPENVILLE,PA,CLARION
SHIPPINGPORT,PA,BEAVER
SHIRLEYSBURG,PA,HUNTINGDON
SHOEMAKERSVILLE,PA,BERKS
SHOHOLA,PA,PIKE
SHREWSBURY,PA,YORK
SHUNK,PA,SULLIVAN
SIDMAN,PA,CAMBRIA
SIGEL,PA,JEFFERSON
SILVER SPRING,PA,LANCASTER
SILVERDALE,PA,BUCKS
SINNAMAHONING,PA,CAMERON
SIPESVILLE,PA,SOMERSET
SIX MILE RUN,PA,BEDFORD
SKIPPACK,PA,MONTGOMERY
SKYTOP,PA,MONROE
SLATE RUN,PA,LYCOMING
SLATEDALE,PA,LEHIGH
SLATINGTON,PA,LEHIGH
SLICKVILLE,PA,WESTMORELAND
SLIGO,PA,CLARION
SLIPPERY ROCK,PA,BUTLER
SLOVAN,PA,WASHINGTON
SMETHPORT,PA,MCKEAN
SMICKSBURG,PA,INDIANA
SMITHFIELD,PA,FAYETTE
SMITHMILL,PA,CLEARFIELD
SMITHTON,PA,WESTMORELAND
SMOCK,PA,FAYETTE
SMOKERUN,PA,CLEARFIELD
SMOKETOWN,PA,LANCASTER
SNOW SHOE,PA,CENTRE
SNYDERSBURG,PA,CLARION
SNYDERTOWN,PA,NORTHUMBERLAND
SOLEBURY,PA,BUCKS
SOMERSET,PA,SOMERSET
SOUDERSBURG,PA,LANCASTER
SOUDERTON,PA,MONTGOMERY
SOUTH CANAAN,PA,WAYNE
SOUTH FORK,PA,CAMBRIA
SOUTH GIBSON,PA,SUSQUEHANNA
SOUTH HEIGHTS,PA,BEAVER
SOUTH MONTROSE,PA,SUSQUEHANNA
SOUTH MOUNTAIN,PA,FRANKLIN
SOUTH PARK,PA,ALLEGHENY
SOUTH STERLING,PA,WAYNE
SOUTHAMPTON,PA,BUCKS
SOUTHEASTERN,PA,CHESTER
SOUTHVIEW,PA,WASHINGTON
SOUTHWEST,PA,WESTMORELAND
SPANGLER,PA,CAMBRIA
SPARTANSBURG,PA,CRAWFORD
SPINNERSTOWN,PA,BUCKS
SPRAGGS,PA,GREENE
SPRANKLE MILLS,PA,JEFFERSON
SPRING CHURCH,PA,ARMSTRONG
SPRING CITY,PA,CHESTER
SPRING CREEK,PA,WARREN
SPRING GLEN,PA,SCHUYLKILL
SPRING GROVE,PA,YORK
SPRING HOUSE,PA,MONTGOMERY
SPRING MILLS,PA,CENTRE
SPRING MOUNT,PA,MONTGOMERY
SPRING RUN,PA,FRANKLIN
SPRINGBORO,PA,CRAWFORD
SPRINGDALE,PA,ALLEGHENY
SPRINGFIELD,PA,DELAWARE
SPRINGS,PA,SOMERSET
SPRINGTOWN,PA,BUCKS
SPRINGVILLE,PA,SUSQUEHANNA
SPROUL,PA,BLAIR
SPRUCE CREEK,PA,HUNTINGDON
STAHLSTOWN,PA,WESTMORELAND
STAR JUNCTION,PA,FAYETTE
STARFORD,PA,INDIANA
STARLIGHT,PA,WAYNE
STARRUCCA,PA,WAYNE
STATE COLLEGE,PA,CENTRE
STATE LINE,PA,FRANKLIN
STEELVILLE,PA,CHESTER
STERLING,PA,WAYNE
STEVENS,PA,LANCASTER
STEVENSVILLE,PA,BRADFORD
STEWARTSTOWN,PA,YORK
STILLWATER,PA,COLUMBIA
STOCKDALE,PA,WASHINGTON
STOCKERTOWN,PA,NORTHAMPTON
STONEBORO,PA,MERCER
STONY RUN,PA,BERKS
STOYSTOWN,PA,SOMERSET
STRABANE,PA,WASHINGTON
STRASBURG,PA,LANCASTER
STRATTANVILLE,PA,CLARION
STRAUSSTOWN,PA,BERKS
STRONGSTOWN,PA,INDIANA
STROUDSBURG,PA,MONROE
STUMP CREEK,PA,JEFFERSON
STURGEON,PA,ALLEGHENY
SUGAR GROVE,PA,WARREN
SUGAR RUN,PA,BRADFORD
SUGARLOAF,PA,LUZERNE
SUMMERDALE,PA,CUMBERLAND
SUMMERHILL,PA,CAMBRIA
SUMMERVILLE,PA,JEFFERSON
SUMMIT HILL,PA,CARBON
SUMMIT STATION,PA,SCHUYLKILL
SUMNEYTOWN,PA,MONTGOMERY
SUNBURY,PA,NORTHUMBERLAND
SUPLEE,PA,CHESTER
SUSQUEHANNA,PA,SUSQUEHANNA
SUTERSVILLE,PA,WESTMORELAND
SWARTHMORE,PA,DELAWARE
SWEET VALLEY,PA,LUZERNE
SWENGEL,PA,UNION
SWIFTWATER,PA,MONROE
SYBERTSVILLE,PA,LUZERNE
SYCAMORE,PA,GREENE
SYKESVILLE,PA,JEFFERSON
SYLVANIA,PA,BRADFORD
TAFTON,PA,PIKE
TALMAGE,PA,LANCASTER
TAMAQUA,PA,SCHUYLKILL
TAMIMENT,PA,PIKE
TANNERSVILLE,PA,MONROE
TARENTUM,PA,ALLEGHENY
TARRS,PA,WESTMORELAND
TATAMY,PA,NORTHAMPTON
TAYLOR,PA,LACKAWANNA
TAYLORSTOWN,PA,WASHINGTON
TELFORD,PA,MONTGOMERY
TEMPLE,PA,BERKS
TEMPLETON,PA,ARMSTRONG
TERRE HILL,PA,LANCASTER
THOMASVILLE,PA,YORK
